materialid,radius,elneg,vdw,polar
mp-80,2.0,0.0,0.0,0.0
mp-80,2.25,0.0,0.0,0.0
mp-80,2.5,0.0,0.0,0.0
mp-80,2.75,0.0,0.0,0.0
mp-80,3.0,0.003949,0.003949,0.003949
mp-80,3.25,2.012437,2.012437,2.012437
mp-80,3.5,1.979854,1.979854,1.979854
mp-80,3.75,0.00376,0.00376,0.00376
mp-80,4.0,0.0,0.0,0.0
mp-80,4.25,0.0,0.0,0.0
mp-80,4.5,0.0,0.0,0.0
mp-80,4.75,0.0,0.0,0.0
mp-80,5.0,0.0,0.0,0.0
mp-80,5.25,0.0,0.0,0.0
mp-80,5.5,0.0,0.0,0.0
mp-80,5.75,0.0,0.0,0.0
mp-80,6.0,0.0,0.0,0.0
mp-80,6.25,0.0,0.0,0.0
mp-80,6.5,0.0,0.0,0.0
mp-80,6.75,0.0,0.0,0.0
mp-80,7.0,0.0,0.0,0.0
mp-80,7.25,0.0,0.0,0.0
mp-80,7.5,0.0,0.0,0.0
mp-80,7.75,0.0,0.0,0.0
mp-80,8.0,0.0,0.0,0.0
mp-80,8.25,0.0,0.0,0.0
mp-80,8.5,0.0,0.0,0.0
mp-80,8.75,0.0,0.0,0.0
mp-80,9.0,0.0,0.0,0.0
mp-80,9.25,0.0,0.0,0.0
mp-80,9.5,0.0,0.0,0.0
mp-80,9.75,0.0,0.0,0.0
mp-80,10.0,0.0,0.0,0.0
mp-80,10.25,0.0,0.0,0.0
mp-80,10.5,0.0,0.0,0.0
mp-80,10.75,0.0,0.0,0.0
mp-80,11.0,0.0,0.0,0.0
mp-80,11.25,0.0,0.0,0.0
mp-80,11.5,0.0,0.0,0.0
mp-80,11.75,0.0,0.0,0.0
mp-80,12.0,0.0,0.0,0.0
mp-80,12.25,0.0,0.0,0.0
mp-80,12.5,0.0,0.0,0.0
mp-80,12.75,0.0,0.0,0.0
mp-80,13.0,0.0,0.0,0.0
mp-80,13.25,0.0,0.0,0.0
mp-80,13.5,0.0,0.0,0.0
mp-80,13.75,0.0,0.0,0.0
mp-80,14.0,0.0,0.0,0.0
mp-80,14.25,0.0,0.0,0.0
mp-80,14.5,0.0,0.0,0.0
mp-80,14.75,0.0,0.0,0.0
mp-80,15.0,0.0,0.0,0.0
